Id,SalePrice
1461,11.710647583007812
1462,11.95428466796875
1463,12.120986938476562
1464,12.171707153320312
1465,12.182388305664062
1466,12.058181762695312
1467,12.090286254882812
1468,11.968429565429688
1469,12.155990600585938
1470,11.670028686523438
1471,12.114883422851562
1472,11.467582702636719
1473,11.485305786132812
1474,11.898178100585938
1475,11.611404418945312
1476,12.800811767578125
1477,12.451904296875
1478,12.655517578125
1479,12.621124267578125
1480,13.138702392578125
1481,12.650772094726562
1482,12.267471313476562
1483,12.137252807617188
1484,11.981246948242188
1485,12.141372680664062
1486,12.157852172851562
1487,12.7286376953125
1488,12.313095092773438
1489,12.19818115234375
1490,12.459548950195312
1491,12.187545776367188
1492,11.499588012695312
1493,11.966957092285156
1494,12.646957397460938
1495,12.571609497070312
1496,12.365005493164062
1497,12.105239868164062
1498,12.301307678222656
1499,11.963363647460938
1500,11.958572387695312
1501,12.139266967773438
1502,11.884994506835938
1503,12.558746337890625
1504,12.380661010742188
1505,12.345077514648438
1506,12.145721435546875
1507,12.420730590820312
1508,12.177566528320312
1509,11.951187133789062
1510,11.903045654296875
1511,12.254722595214844
1512,12.113998413085938
1513,11.811721801757812
1514,12.025138854980469
1515,12.177536010742188
1516,11.967056274414062
1517,11.988510131835938
1518,11.780593872070312
1519,12.249557495117188
1520,11.727447509765625
1521,11.793060302734375
1522,12.136337280273438
1523,11.625747680664062
1524,11.782546997070312
1525,11.740036010742188
1526,11.619422912597656
1527,11.540725708007812
1528,11.785659790039062
1529,11.978195190429688
1530,12.149261474609375
1531,11.529769897460938
1532,11.450271606445312
1533,11.933639526367188
1534,11.726089477539062
1535,11.924148559570312
1536,11.564102172851562
1537,11.034065246582031
1538,11.837623596191406
1539,12.176681518554688
1540,11.292427062988281
1541,11.833755493164062
1542,11.925369262695312
1543,12.200241088867188
1544,11.444717407226562
1545,11.675514221191406
1546,11.826797485351562
1547,11.854446411132812
1548,11.887680053710938
1549,11.738998413085938
1550,11.834335327148438
1551,11.566879272460938
1552,11.868850708007812
1553,11.848129272460938
1554,11.634902954101562
1555,12.014144897460938
1556,11.369224548339844
1557,11.903114318847656
1558,11.594039916992188
1559,10.833976745605469
1560,11.821861267089844
1561,11.721542358398438
1562,11.75347900390625
1563,11.6875
1564,12.003738403320312
1565,11.925369262695312
1566,12.374526977539062
1567,11.268081665039062
1568,12.408676147460938
1569,11.842391967773438
1570,11.782730102539062
1571,11.626632690429688
1572,11.860458374023438
1573,12.005416870117188
1574,11.668510437011719
1575,12.331405639648438
1576,12.356979370117188
1577,12.103713989257812
1578,11.845932006835938
1579,11.923751831054688
1580,12.151321411132812
1581,11.940109252929688
1582,11.735244750976562
1583,12.565078735351562
1584,12.302108764648438
1585,11.858474731445312
1586,11.411262512207031
1587,11.649238586425781
1588,11.887069702148438
1589,11.580543518066406
1590,11.756423950195312
1591,11.43017578125
1592,11.773544311523438
1593,11.782424926757812
1594,-5547627364.752235
1595,11.543258666992188
1596,12.354598999023438
1597,12.217391967773438
1598,12.327102661132812
1599,12.023239135742188
1600,11.998336791992188
1601,11.101097106933594
1602,11.643669128417969
1603,10.976554870605469
1604,12.489471435546875
1605,12.345535278320312
1606,12.011398315429688
1607,12.241096496582031
1608,12.293716430664062
1609,12.11480712890625
1610,11.907638549804688
1611,11.80108642578125
1612,12.082199096679688
1613,12.002975463867188
1614,11.721359252929688
1615,11.395309448242188
1616,11.246139526367188
1617,11.445388793945312
1618,11.997169494628906
1619,11.830093383789062
1620,11.826065063476562
1621,11.833206176757812
1622,11.880142211914062
1623,12.451568603515625
1624,12.247055053710938
1625,11.660202026367188
1626,12.039886474609375
1627,12.171768188476562
1628,12.466598510742188
1629,12.047470092773438
1630,12.782577514648438
1631,12.333450317382812
1632,12.439651489257812
1633,12.012619018554688
1634,12.124954223632812
1635,12.091690063476562
1636,11.933456420898438
1637,12.315109252929688
1638,12.137886047363281
1639,12.136245727539062
1640,12.356582641601562
1641,12.062545776367188
1642,12.442428588867188
1643,12.366195678710938
1644,12.337112426757812
1645,12.233261108398438
1646,11.95269775390625
1647,11.918930053710938
1648,11.743034362792969
1649,11.825912475585938
1650,11.627876281738281
1651,11.703079223632812
1652,11.503555297851562
1653,11.526046752929688
1654,11.911514282226562
1655,11.792648315429688
1656,11.863510131835938
1657,11.950668334960938
1658,11.908279418945312
1659,11.695693969726562
1660,11.915924072265625
1661,13.042648315429688
1662,12.90814208984375
1663,12.887832641601562
1664,13.315414428710938
1665,12.689865112304688
1666,12.58392333984375
1667,12.838081359863281
1668,12.870574951171875
1669,12.636978149414062
1670,12.815765380859375
1671,12.53515625
1672,12.980621337890625
1673,12.587020874023438
1674,12.401412963867188
1675,12.257492065429688
1676,12.223983764648438
1677,12.364059448242188
1678,13.062858581542969
1679,12.885223388671875
1680,12.724868774414062
1681,12.46685791015625
1682,12.66290283203125
1683,12.199935913085938
1684,12.058181762695312
1685,12.062454223632812
1686,12.019729614257812
1687,12.018600463867188
1688,12.126205444335938
1689,12.149154663085938
1690,12.176132202148438
1691,12.126235961914062
1692,12.451766967773438
1693,12.006301879882812
1694,12.098251342773438
1695,11.987747192382812
1696,12.580581665039062
1697,12.011672973632812
1698,12.755416870117188
1699,12.653167724609375
1700,12.525894165039062
1701,12.530624389648438
1702,12.403762817382812
1703,12.384750366210938
